chunk_id,document,class,page,chunk_text,chunk_length,chunk_method
1faae362-204a-415d-9b37-1df34b44c147,Neural_Networks.pdf,CSCI_80,4,"5. Multilayer Neural Networks A multilayer neural network is an artificial neural network with an input layer, an output layer, and at least one hidden layer. While we provide inputs and outputs to train the model, we, the humans, don’t provide any values to the units inside the hidden layers. Each unit in the first hidden layer receives a weighted value from each of the units in the input layer, performs some action on it, and outputs a value. Each of these values is weighted and further propagated to the next layer, repeating the process until the output layer is reached. Through hidden layers, it is possible to model non-linear data.",644,recursive
25e1d7d5-4027-4171-83a6-5a129b66aff4,Neural_Networks.pdf,CSCI_80,5,"Hidden layers in neural networks help the model learn more complex relationships and patterns in the data. Here are some key reasons we use hidden layers:  - They allow the neural network to learn nonlinear relationships. Without hidden layers, a neural network can only learn linear relationships between input and output. Hidden layers enable modeling nonlinear patterns.  - They enable learning more abstract features and concepts. Early layers might learn simple features, while deeper layers can combine these to learn more complex, abstract features.   - They allow the model to generalize better. More hidden layers allow the model to better fit the training data without overfitting and capture more complex patterns.  - They provide a progression from input to output features. The layers connect the original input features to the final outputs through gradual transformations.  - They increase modeling capacity and expressiveness",941,recursive
2742dddb-5a33-43df-bffa-2f28b3a8f63a,Neural_Networks.pdf,CSCI_80,5,". The layers connect the original input features to the final outputs through gradual transformations.  - They increase modeling capacity and expressiveness. More layers and neurons increase the complexity of patterns the model can learn.  So in summary, adding one or more hidden layers enables the neural network to learn more complex relationships and patterns from the data than would be possible with just input and output layers. This helps the model achieve better performance.",484,recursive
8236094a-4d37-4708-8416-5a3a0133a25c,Neural_Networks.pdf,CSCI_80,5,"6. Backpropagation Backpropagation is the main algorithm used for training neural networks with hidden layers. It does so by starting with the errors in the output units, calculating the gradient descent for the weights of the previous layer, and repeating the process until the input layer is reached. In pseudocode, we can describe the algorithm as follows:  - Start with a random choice of weights. - Repeat: • Calculate error for output layer",446,recursive
28e38d19-3d0d-4719-8434-163d86d3d7ec,Neural_Networks.pdf,CSCI_80,6,"• For each layer, starting with output layer and moving inwards towards earliest hidden layer: Ø Propagate error back one layer. In other words, the current layer that’s being considered sends the errors to the preceding layer. Ø Update weights.  This can be extended to any number of hidden layers, creating deep neural networks, which are neural networks that have more than one hidden layer.  Backpropagation is a key algorithm that solves the problem of training multi-layer neural networks effectively. Here are some of the main problems backpropagation helps address:  - Credit assignment: Backpropagation provides an efficient way to calculate the contribution of each weight in the network to the overall error. This helps determine how much to adjust each weight during training.  - Computing error gradients: The backpropagation algorithm provides a way to calculate the gradient of the error with respect to the weights in a multi-layer network",955,recursive
ad4d58a7-a5cb-4959-b233-236da782048a,Neural_Networks.pdf,CSCI_80,6,".  - Computing error gradients: The backpropagation algorithm provides a way to calculate the gradient of the error with respect to the weights in a multi-layer network. These gradients indicate how to update the weights to reduce the error.  - Vanishing/exploding gradients: Backpropagation mitigates vanishing and exploding gradients by allowing direct and efficient calculation of error gradients for deeper layers in the network.  - Efficient training: Backpropagation allows multi-layer neural nets to be trained efficiently without needing to manually specify rules for each layer. It automates the weight adjustment process.  - Scalability: The algorithm scales well to large networks with many layers, enabling development of deep neural networks.  In essence, backpropagation solves the credit assignment problem for multi-layer networks. By providing an efficient way to calculate error gradients across all layers, it enables effective and automated training of deep neural networks",993,recursive
2411e973-6c43-4e3b-ad21-6b44127baa96,Neural_Networks.pdf,CSCI_80,6,". By providing an efficient way to calculate error gradients across all layers, it enables effective and automated training of deep neural networks. Without backpropagation, training networks with more than a few layers would be computationally intractable.  7. Overfitting/Dropout Overfitting is the danger of modeling the training data too closely, thus failing to generalize to new data. One way to combat overfitting is by dropout. In this technique, we temporarily remove units that we select at random during the learning phase. This way, we try to prevent over-reliance on any one unit in the network. Throughout training, the neural network will assume different forms, each time dropping some other units and then using them again:  Note that after the training is finished, the whole neural network will be used again.  Dropout is a regularization technique that helps reduce overfitting in neural networks. Here are some key problems that dropout helps address:",972,recursive
2a45d7a5-db60-486e-8d0e-0733ec2d9c8c,Neural_Networks.pdf,CSCI_80,7,"- Overfitting: Dropout prevents overfitting by randomly dropping out (setting to zero) a proportion of node activations during training. This forces the network to be redundant and prevents units from co-adapting too much.  - Complex co-adaptations: By dropping out nodes, it breaks up complex co-adaptations of nodes on the training data. This makes the model more robust and drives it to learn more distributed representations.  - Overly confident predictions: By randomly dropping nodes, it adds noise to the model's predictions during training. This reduces overconfidence and improves generalization.   - Exploding/vanishing gradients: Dropout can mitigate exploding and vanishing gradients, allowing models to be trained for longer and with more layers.  - Effective model averaging: Dropout can be seen as training a large ensemble of smaller networks. This acts to average predictions and improve generalization, similar to model ensembling",948,recursive
af885fda-9479-4271-9ed9-8a74b7982171,Neural_Networks.pdf,CSCI_80,7,".  - Effective model averaging: Dropout can be seen as training a large ensemble of smaller networks. This acts to average predictions and improve generalization, similar to model ensembling.  In summary, by randomly dropping nodes during training, dropout helps prevent overfitting, enabling the neural network model to better generalize to new data. It discourages reliance on any one node and instead improves distributed representations.  8. TensorFlow Like often is the case in python, multiple libraries already have an implementation for neural networks using the backpropagation algorithm, and TensorFlow is one such library. You are welcome to experiment with TensorFlow neural networks in this web application, which lets you define different properties of the network and run it, visualizing the output. We will now turn to an example of how we can use TensorFlow to perform the task we discussed last lecture: distinguishing counterfeit notes from genuine notes",973,recursive
34532081-6726-4287-b7be-691aa6a5dc65,Neural_Networks.pdf,CSCI_80,7,". We will now turn to an example of how we can use TensorFlow to perform the task we discussed last lecture: distinguishing counterfeit notes from genuine notes. Banknotes.py  import csv import tensorflow as tf from sklearn.model_selection import train_test_split We import TensorFlow and call it tf (to make the code shorter).  # Read data in from file with open(""banknotes.csv"") as f:     reader = csv.reader(f)     next(reader)      data = []     for row in reader:         data.append({             ""evidence"": [float(cell) for cell in row[:4]],             ""label"": 1 if row[4] == ""0"" else 0",596,recursive
5f04377f-711d-4864-862a-7319c796bef6,Neural_Networks.pdf,CSCI_80,8,"})  # Separate data into training and testing groups evidence = [row[""evidence""] for row in data] labels = [row[""label""] for row in data] X_training, X_testing, y_training, y_testing = train_test_split(     evidence, labels, test_size=0.4 ) We provide the CSV data to the model. Our work is often required in making the data fit the format that the library requires. The difficult part of actually coding the model is already implemented for us.  # Create a neural network model = tf.keras.models.Sequential() Keras is an api that different machine learning algorithms access. A sequential model is one where layers follow each other (like the ones we have seen so far).  # Add a hidden layer with 8 units, with ReLU activation model.add(tf.keras.layers.Dense(8, input_shape=(4,), activation=""relu"")) A dense layer is one where each node in the current layer is connected to all the nodes from the previous layer",912,recursive
677ddc3b-3ad7-488c-b798-c76548d317d1,Neural_Networks.pdf,CSCI_80,8,". In generating our hidden layers we create 8 dense layers, each having 4 input neurons, using the ReLU activation function mentioned above.  # Add output layer with 1 unit, with sigmoid activation model.add(tf.keras.layers.Dense(1, activation=""sigmoid"")) In our output layer, we want to create one dense layer that uses a sigmoid activation function, an activation function where the output is a value between 0 and 1.  # Train neural network model.compile(     optimizer=""adam"",     loss=""binary_crossentropy"",     metrics=[""accuracy""] ) model.fit(X_training, y_training, epochs=20)  # Evaluate how well model performs model.evaluate(X_testing, y_testing, verbose=2) Finally, we compile the model, specifying which algorithm should optimize it, what type of loss function we use, and how we want to measure its success (in our case, we are interested in the accuracy of the output)",883,recursive
1a7f9bef-a69a-4854-8652-6e63ba8ffcb4,Neural_Networks.pdf,CSCI_80,8,". Finally, we fit the model on the training data with 20 repetitions (epochs), and then evaluate it on the testing data.  9. Computer Vision Computer vision encompasses the different computational methods for analyzing and understanding digital images, and it is often achieved using neural networks. For example,",313,recursive
e02e583b-d72f-445f-8af2-30b63ba8f398,Neural_Networks.pdf,CSCI_80,9,"computer vision is used when social media employs face recognition to automatically tag people in pictures. Other examples are handwriting recognition and self-driving cars.  Images consist of pixels, and pixels are represented by three values that range from 0 to 255, one for red, one for green, and one for blue. These values are often referred to with the acronym RGB. We can use this to create a neural network where each color value in each pixel is an input, where we have some hidden layers, and the output is some number of units that tell us what it is that was shown in the image. However, there are a few drawbacks to this approach. First, by breaking down the image into pixels and the values of their colors, we can’t use the structure of the image as an aid. That is, as humans, if we see a part of a face we know to expect to see the rest of the face, and this quickens computation. We want to be able to use a similar advantage in our neural networks",967,recursive
9cc5c8d2-7bda-498c-b388-80064c6354d4,Neural_Networks.pdf,CSCI_80,9,". That is, as humans, if we see a part of a face we know to expect to see the rest of the face, and this quickens computation. We want to be able to use a similar advantage in our neural networks. Second, the sheer number of inputs is very big, which means that we will have to calculate a lot of weights.  10. Image Convolution Image convolution is applying a filter that adds each pixel value of an image to its neighbors, weighted according to a kernel matrix. Doing so alters the image and can help the neural network process it.  Let’s consider the following example:",572,recursive
89d49d52-1520-4b5f-8b2f-16311493ff8a,Neural_Networks.pdf,CSCI_80,9,"The kernel is the blue matrix, and the image is the big matrix on the left. The resulting filtered image is the small matrix on the bottom right. To filter the image with the kernel, we start with the pixel with the value 20 in the top-left of the image (coordinates 1,1). Then, we will multiply all the values around it by the corresponding value in the kernel and sum them up (10*0 + 20*(-1) + 30*0 + 10*(-1) + 20*5 + 30*(-1) + 20*0 + 30*(-1) + 40*0), producing the value 10. Then we will do the same for the pixel on the right (30), the pixel below the first one (30), and the pixel to the right of this one (40). This produces a filtered image with the values we see on the bottom right.",691,recursive
d59b4469-7f6a-4c08-965e-8b0db5204e0e,Neural_Networks.pdf,CSCI_80,10,"i. Edge Detection Kernel  Different kernels can achieve different tasks. For edge detection, the following kernel is often used:",128,recursive
6d9ca480-4aa4-4285-920f-4f82591ff057,Neural_Networks.pdf,CSCI_80,10,"The idea here is that when the pixel is similar to all its neighbors, they should cancel each other, giving a value of 0. Therefore, the more similar the pixels, the darker the part of the image, and the more different they are the lighter it is. Applying this kernel to an image (left) results in an image with pronounced edges (right):  ii. Edge Detection/Filter  Let’s consider an implementation of image convolution. We are using the PIL library (stands for Python Imaging Library) that can do most of the hard work for us.  import math import sys  from PIL import Image, ImageFilter  # Ensure correct usage if len(sys.argv) != 2:     sys.exit(""Usage: python filter.py filename"")  # Open image image = Image.open(sys.argv[1]).convert(""RGB"")  # Filter image according to edge detection kernel filtered = image.filter(ImageFilter.Kernel(     size=(3, 3),     kernel=[-1, -1, -1, -1, 8, -1, -1, -1, -1],     scale=1 ))  # Show resulting image filtered.show()",959,recursive
173a9920-898e-49fb-8010-da60b9b1c454,Neural_Networks.pdf,CSCI_80,11,"iii. Max-Pooling Still, processing the image in a neural network is computationally expensive due to the number of pixels that serve as input to the neural network. Another way to go about this is Pooling, where the size of the input is reduced by sampling from regions in the input. Pixels that are next to each other belong to the same area in the image, which means that they are likely to be similar. Therefore, we can take one pixel to represent a whole area. One way of doing this is with Max-Pooling, where the selected pixel is the one with the highest value of all others in the same region. For example, if we divide the left square (below) into four 2X2 squares, by max-pooling from this input, we get the small square on the right.",743,recursive
e8d35ce9-187a-4eb4-b5ad-16c46c859bd1,Neural_Networks.pdf,CSCI_80,11,"11. Convolutional Neural Networks/CNN A convolutional neural network is a neural network that uses convolution, usually for analyzing images. It starts by applying filters that can help distill some features of the image using different kernels. These filters can be improved in the same way as other weights in the neural network, by adjusting their kernels based on the error of the output. Then, the resulting images are pooled, after which the pixels are fed to a traditional neural network as inputs (a process called flattening).  Convolutional Neural Network",565,recursive
13dc3f1e-2127-4070-9c89-8d1a83c2ddba,Neural_Networks.pdf,CSCI_80,12,"The convolution and pooling steps can be repeated multiple times to extract additional features and reduce the size of the input to the neural network. One of the benefits of these processes is that, by convoluting and pooling, the neural network becomes less sensitive to variation. That is, if the same picture is taken from slightly different angles, the input for convolutional neural network will be similar, whereas, without convolution and pooling, the input from each image would be vastly different.  In code, a convolutional neural network doesn’t differ by much from a traditional neural network. TensorFlow offers datasets to test our models on. We will be using MNIST, which contains pictures of black and white handwritten digits. We will train our convolutional neural network to recognize digits",811,recursive
206aea6c-0264-4391-ad5a-bb40e28455b6,Neural_Networks.pdf,CSCI_80,12,". We will be using MNIST, which contains pictures of black and white handwritten digits. We will train our convolutional neural network to recognize digits. Handwriting.py  import sys import tensorflow as tf  # Use MNIST handwriting dataset mnist = tf.keras.datasets.mnist  # Prepare data for training (x_train, y_train), (x_test, y_test) = mnist.load_data() x_train, x_test = x_train / 255.0, x_test / 255.0 y_train = tf.keras.utils.to_categorical(y_train) y_test = tf.keras.utils.to_categorical(y_test) x_train = x_train.reshape(     x_train.shape[0], x_train.shape[1], x_train.shape[2], 1 ) x_test = x_test.reshape(     x_test.shape[0], x_test.shape[1], x_test.shape[2], 1 )  # Create a convolutional neural network model = tf.keras.models.Sequential([      # Convolutional layer",782,recursive
3f013d7c-1586-454b-93ef-084fb6315ff4,Neural_Networks.pdf,CSCI_80,12,". Learn 32 filters using a 3x3 kernel     tf.keras.layers.Conv2D(         32, (3, 3), activation=""relu"", input_shape=(28, 28, 1)     ),      # Max-pooling layer, using 2x2 pool size     tf.keras.layers.MaxPooling2D(pool_size=(2, 2)),      # Flatten units     tf.keras.layers.Flatten(),      # Add a hidden layer with dropout     tf.keras.layers.Dense(128, activation=""relu""),",375,recursive
4c01e7b2-9754-4b1e-b16a-e2043145397a,Neural_Networks.pdf,CSCI_80,13,"tf.keras.layers.Dropout(0.5),      # Add an output layer with output units for all 10 digits     tf.keras.layers.Dense(10, activation=""softmax"") ])  # Train neural network model.compile(     optimizer=""adam"",     loss=""categorical_crossentropy"",     metrics=[""accuracy""] ) model.fit(x_train, y_train, epochs=10)  # Evaluate neural network performance model.evaluate(x_test,  y_test, verbose=2) Since the model takes time to train, we can save the already trained model to use it later.  # Save model to file if len(sys.argv) == 2:     filename = sys.argv[1]     model.save(filename)     print(f""Model saved to {filename}."")  Now, if we run a program that receives hand-drawn digits as input, it will be able to classify and output the digit using the model. For an implementation of such a program, refer to recognition.py in the source code for this lecture.  12. Recurrent Neural Networks  i",893,recursive
eaf6ebff-7a9a-42be-aee9-b3904c56b391,Neural_Networks.pdf,CSCI_80,13,". For an implementation of such a program, refer to recognition.py in the source code for this lecture.  12. Recurrent Neural Networks  i. Feed-Forward Neural Networks Feed-Forward Neural Networks are the type of neural networks that we have discussed so far, where input data is provided to the network, which eventually produces some output. A diagram of how feed-forward neural networks work can be seen below. This has a fixed number of inputs and a fixed number of outputs. This has limitations in the use of the model.  Feed-Forward Neural Networks Diagram",562,recursive
394f09cd-57c9-44b3-97dd-fc33496450d6,Neural_Networks.pdf,CSCI_80,13,"ii. Recurrent Neural Networks As opposed to that, Recurrent Neural Networks consist of a non-linear structure, where the network uses its own output as input. For example, Microsoft’s captionbot is capable of describing the content of an image with words in a sentence. This is different from classification",307,recursive
b69c7fde-c76f-4ec3-86ca-9ca0aa4404ca,Neural_Networks.pdf,CSCI_80,14,"in that the output can be of varying length based on the properties of the image. While feed-forward neural networks are incapable of varying the number of outputs, recurrent neural networks are capable to do that due to their structure. In the captioning task, a network would process the input to produce an output, and then continue processing from that point on, producing another output, and repeating as much as necessary.  Recurrent Neural Network 
  Recurrent neural networks are helpful in cases where the network deals with sequences and not a single individual object. Above, the neural network needed to produce a sequence of words. However, the same principle can be applied to analyzing video files, which consist of a sequence of images, or in translation tasks, where a sequence of inputs (words in the source language) is processed to produce a sequence of outputs (words in the target language).  Long Short Memory Network LSMS",945,recursive
f856ad63-7dc8-4d4c-a8aa-6fef700e2311,lecture2.pdf,CSCI_80,0,"Introduction to 
Artiﬁcial Intelligence 
with Python",52,recursive
262b5b0a-fac2-433b-9437-b9830950a780,lecture2.pdf,CSCI_80,1,Uncertainty,11,recursive
2bd83ab0-bd03-4681-9de0-c36b63d99905,lecture2.pdf,CSCI_80,5,Probability,11,recursive
df541ef8-cf58-4c56-a943-9d963051038c,lecture2.pdf,CSCI_80,6,"P(ω)
Possible Worlds",20,recursive
6eebd39e-24d2-4755-a210-a6cf4c2fd1af,lecture2.pdf,CSCI_80,7,P(ω),4,recursive
6dee0072-b7be-4239-94ff-5b8dd57810f4,lecture2.pdf,CSCI_80,8,0 ≤ P(ω) ≤ 1,12,recursive
2d94b4f5-0a70-4c53-b37f-75cf934919ed,lecture2.pdf,CSCI_80,9,0 ≤ P(ω) = 1∑ω∈Ω,16,recursive
d76d516a-4dde-4043-a1ee-80459ecea3c0,lecture2.pdf,CSCI_80,10,"1
6
1
6
1
6
1
6
1
6
1
6",23,recursive
07827024-6fcc-44c0-b8c1-496d9fa7d5b8,lecture2.pdf,CSCI_80,11,"P(        ) = 1/61
6",20,recursive
2310cd99-9321-4aa1-8640-e80146e47f7a,lecture2.pdf,CSCI_80,14,"2
3
4
5
6
7
3
4
5
6
7
8
4
5
6
7
8
9
5
6
7
8
9
10
6
7
8
9
10
11
7
8
9
10
11
12",77,recursive
e06d3657-950a-4506-86f0-f6f0759c0efb,lecture2.pdf,CSCI_80,15,"2
3
4
5
6
7
3
4
5
6
7
8
4
5
6
7
8
9
5
6
7
8
9
10
6
7
8
9
10
11
7
8
9
10
11
12",77,recursive
3fd03997-5fa0-42cd-8ce2-af87f748cee4,lecture2.pdf,CSCI_80,16,"2
3
4
5
6
7
3
4
5
6
7
8
4
5
6
7
8
9
5
6
7
8
9
10
6
7
8
9
10
11
7
8
9
10
11
12",77,recursive
906cb8cb-7d6a-40f2-8eb2-4d3d32b0dc6f,lecture2.pdf,CSCI_80,17,"P(sum to 7) =
P(sum to 12) = 1
36
6
36 = 1
6",44,recursive
068aa616-c568-4466-aa35-47927f6880e0,lecture2.pdf,CSCI_80,18,"unconditional probability
degree of belief in a proposition 
in the absence of any other evidence",97,recursive
338c0b96-39e5-4524-adba-3c8156202c7e,lecture2.pdf,CSCI_80,19,"conditional probability
degree of belief in a proposition 
given some evidence that has already 
been revealed",110,recursive
326f467e-aba6-4889-bc74-c1f6dec6b39a,lecture2.pdf,CSCI_80,20,"conditional probability
P(a | b)",32,recursive
6aa0e4ef-a432-451c-a5b5-6a5a1a32b957,lecture2.pdf,CSCI_80,21,P(rain today | rain yesterday),30,recursive
8b800d96-8409-4fff-a956-fc9d78704598,lecture2.pdf,CSCI_80,22,P(route change | traffic conditions),36,recursive
336cde31-fb44-4edb-8156-83f9b5d5a7fc,lecture2.pdf,CSCI_80,23,P(disease | test results),25,recursive
aa8b2529-c854-40b8-981f-47a328b15ae4,lecture2.pdf,CSCI_80,24,"P(a| b) = P(a ∧ b)
P(b)",23,recursive
a87a4fbd-732f-461a-8d07-8054885a7aec,lecture2.pdf,CSCI_80,25,P(sum 12 |    ),15,recursive
da6a456b-69a0-41dc-97ca-d4ee7a22e7e0,lecture2.pdf,CSCI_80,27,"= 1
6P(    )",12,recursive
7756ddda-199b-4940-94d4-48f49fa09a67,lecture2.pdf,CSCI_80,28,"= 1
6P(    )
= 1
36P(sum 12)
= 1
6P(sum 12 |    )",49,recursive
7656b483-8432-4019-b157-5a4e04324906,lecture2.pdf,CSCI_80,29,"P(a| b) = P(a ∧ b)
P(b)
P(a ∧ b) = P(b)P(a| b)
P(a ∧ b) = P(a)P(b| a)",69,recursive
ad59aeaf-f5a6-46fd-b983-77e841b9370e,lecture2.pdf,CSCI_80,30,"random variable
a variable in probability theory with a 
domain of possible values it can take on",97,recursive
f6612890-1851-480b-b1a2-6f2cee5fc4e3,lecture2.pdf,CSCI_80,31,"random variable
Roll 
{1, 2, 3, 4, 5, 6}",40,recursive
1bb1da86-a383-45f3-9e38-feac5c317d30,lecture2.pdf,CSCI_80,32,"random variable
Weather 
{sun, cloud, rain, wind, snow}",55,recursive
eca02cad-b0de-468f-bfbc-3578badf5829,lecture2.pdf,CSCI_80,33,"random variable
Traffic 
{none, light, heavy}",45,recursive
d0f9176c-218b-4724-ac70-fbdcd1dde63b,lecture2.pdf,CSCI_80,34,"random variable
Flight 
{on time, delayed, cancelled}",53,recursive
8a83d291-cf99-4f3e-b066-e2aa6bdf9cf1,lecture2.pdf,CSCI_80,35,"probability distribution
P(Flight = on time) = 0.6 
P(Flight = delayed) = 0.3 
P(Flight = cancelled) = 0.1",106,recursive
97ae4fdd-ed65-4a9b-893b-41a1d1bf9690,lecture2.pdf,CSCI_80,36,"probability distribution
P(Flight) = ⟨0.6, 0.3, 0.1⟩",52,recursive
f449c1d9-84db-43fb-b066-6a3ff8489b47,lecture2.pdf,CSCI_80,37,"independence
the knowledge that one event occurs does 
not affect the probability of the other event",100,recursive
8d6cce6d-1ca3-4922-b070-a29ec14da1d9,lecture2.pdf,CSCI_80,38,"independence
P(a ∧ b) = P(a)P(b| a)",35,recursive
b7c69802-d15a-4710-8194-4901a66bb5d6,lecture2.pdf,CSCI_80,39,"independence
P(a ∧ b) = P(a)P(b)",32,recursive
a6f76583-6cf5-48cd-baac-ccd65f735428,lecture2.pdf,CSCI_80,40,"independence
P(        ) = P(    )P(    )
= 1
6 ⋅ 1
6 = 1
36",60,recursive
71bdbc37-5695-42d5-88e1-3400a4d57c24,lecture2.pdf,CSCI_80,41,"independence
P(        ) ≠ P(    )P(    )
= 1
6 ⋅ 1
6 = 1
36",60,recursive
d7acf4b4-ce9e-4f29-9af5-3f4aefa1e6a9,lecture2.pdf,CSCI_80,42,"independence
P(        ) ≠ P(    )P(     |    )
= 1
6 ⋅ 0 = 0",61,recursive
6f420016-feee-4872-ba44-bf475a65546d,lecture2.pdf,CSCI_80,43,Bayes' Rule,11,recursive
17b71882-a656-4280-9c9c-490fe86c03d4,lecture2.pdf,CSCI_80,44,"P(a ∧ b) = P(b) P(a| b)
P(a ∧ b) = P(a) P(b| a)",47,recursive
5903a09f-11b6-4768-8162-19d7ec03009e,lecture2.pdf,CSCI_80,45,= P(b) P(a| b)P(a) P(b| a),26,recursive
c6d2ef28-7f8b-40b1-acbd-cf393330a996,lecture2.pdf,CSCI_80,46,"= P(b) P(a| b)
P(a)
P(b| a)
Bayes' Rule",39,recursive
